Timestamp;HEX1_Ta_inlet (degC (Ave));HEX1_Ta_outlet (degC (Ave));HEX1_v_outlet (m/s)
23/05/2024 00:25;12.763664;19.8621712;0.7091954
23/05/2024 00:30;12.767936;19.878586;0.713378
23/05/2024 00:45;12.779747;19.686304;0.71967325
23/05/2024 00:50;12.7147712;19.6359312;0.7241574
23/05/2024 00:55;12.6983632;19.5530984;0.709707
23/05/2024 01:00;12.73121;19.535312;0.73281
23/05/2024 01:15;13.2540615;19.424098;0.736794
23/05/2024 01:20;13.2137072;19.3419116;0.7478286
23/05/2024 01:25;13.2196044;19.3162852;0.7247718
23/05/2024 01:30;13.202166;19.299138;0.703944
23/05/2024 01:45;12.887784;19.0875805;0.72303675
23/05/2024 01:50;12.8058796;19.060872;0.7297848
23/05/2024 01:55;12.7329748;19.0203432;0.7262188
23/05/2024 02:00;12.821578;18.953278;0.753363
23/05/2024 02:15;13.0420995;18.837949;0.7295705
23/05/2024 02:20;13.1193192;18.8217392;0.7318172
23/05/2024 02:25;13.0918704;18.7760752;0.7095106
23/05/2024 02:30;12.983486;18.703896;0.723542
23/05/2024 02:45;13.308521;18.613767;0.7267695
23/05/2024 02:50;13.3498744;18.6059252;0.7205344
23/05/2024 02:55;13.3563236;18.5508208;0.7133626
23/05/2024 03:00;13.356322;18.512314;0.712975
23/05/2024 03:15;13.425544;18.425651;0.7194505
23/05/2024 03:20;13.3955624;18.3886744;0.7202428
23/05/2024 03:25;13.293508;18.3733444;0.7225198
23/05/2024 03:30;13.250024;18.327526;0.737709
23/05/2024 03:45;13.4190805;18.189917;0.73447225
23/05/2024 03:50;13.4088792;18.1843852;0.7274054
23/05/2024 03:55;13.401102;18.184796;0.7333548
23/05/2024 04:00;13.46714;18.116242;0.723595
23/05/2024 04:15;13.4218435;17.99919;0.723934
23/05/2024 04:20;13.4468704;18.0155768;0.7316858
23/05/2024 04:25;13.4328516;17.9954612;0.7302438
23/05/2024 04:30;13.483702;18.00272;0.746257
23/05/2024 04:45;13.2478135;17.8681595;0.75609275
23/05/2024 04:50;13.2284776;17.8465056;0.7277414
23/05/2024 04:55;13.2680844;17.875844;0.735482
23/05/2024 05:00;13.251214;17.829918;0.742088
23/05/2024 05:15;13.373363;17.805547;0.7302105
23/05/2024 05:20;13.3476052;17.7685968;0.7419766
