Timestamp;TZ;HEX1_Ta_inlet (degC (Ave));HEX1_Ta_outlet (degC (Ave));HEX1_v_outlet (m/s)
23/06/2024 23:30;;15.751938;17.13211;0.62381
23/06/2024 23:45;;15.9412935;17.047341;0.59492275
23/06/2024 23:50;;16.0261404;17.0408892;0.6015624
23/06/2024 23:55;;16.0116896;17.0311288;0.5964602
24/06/2024 00:00;;16.04075;17.090222;0.58005
24/06/2024 00:15;;15.9688565;17.0054395;0.594116
24/06/2024 00:20;;15.9707924;17.0635784;0.6001608
24/06/2024 00:25;;16.064022;17.0198636;0.5955534
24/06/2024 00:30;;15.9704;16.951398;0.585257
24/06/2024 00:45;;15.9360515;17.009784;0.59117025
24/06/2024 00:50;;15.9653444;16.97625;0.6116262
24/06/2024 00:55;;15.9964728;16.975464;0.5963628
24/06/2024 01:00;;16.048264;16.968922;0.599838
24/06/2024 01:15;;15.8884735;16.970841;0.59879775
24/06/2024 01:20;;15.9589388;16.9374244;0.5980294
24/06/2024 01:25;;16.0632072;17.0037836;0.5947986
24/06/2024 01:30;;16.013886;17.00182;0.567964
24/06/2024 01:45;;15.628915;16.9645385;0.60234125
24/06/2024 01:50;;15.7195848;16.9545992;0.6055332
24/06/2024 01:55;;15.6902028;16.9083856;0.59322
24/06/2024 02:00;;15.709978;16.90736;0.592904
24/06/2024 02:15;;15.391121;16.78292;0.60357375
24/06/2024 02:20;;15.5154648;16.764878;0.5959524
24/06/2024 02:25;;15.5082284;16.7453772;0.5939276
24/06/2024 02:30;;15.555194;16.780334;0.597879
24/06/2024 02:45;;15.90274;16.703397;0.61769925
24/06/2024 02:50;;15.8710664;16.7490528;0.6107854
24/06/2024 02:55;;15.8007384;16.7210648;0.6166464
24/06/2024 03:00;;15.754222;16.808864;0.631416
24/06/2024 03:15;;15.8021695;16.754667;0.6050745
24/06/2024 03:20;;15.8210592;16.6657004;0.6095742
24/06/2024 03:25;;15.7776256;16.6282496;0.6071916
24/06/2024 03:30;;15.728096;16.656014;0.622266
24/06/2024 03:45;;15.942184;16.6794035;0.611363
24/06/2024 03:50;;15.868832;16.6263852;0.5971862
24/06/2024 03:55;;15.8415112;16.6820768;0.5899092
24/06/2024 04:00;;15.901096;16.680416;0.584761
24/06/2024 04:15;;15.898127;16.679516;0.5821275
24/06/2024 04:20;;15.8451608;16.7572844;0.60074
24/06/2024 04:25;;15.618736;16.7495696;0.6070918
24/06/2024 04:30;;15.481498;16.729932;0.598189
24/06/2024 04:45;;15.4350045;16.6725485;0.58864475
24/06/2024 04:50;;15.6346472;16.6448828;0.5867168
24/06/2024 04:55;;15.72663;16.6544532;0.5869602
24/06/2024 05:00;;15.769006;16.671254;0.577696
24/06/2024 05:15;;15.9425365;16.6547915;0.600697
24/06/2024 05:20;;15.7868868;16.6791964;0.5976762
24/06/2024 05:25;;15.6592972;16.61233;0.5983688
24/06/2024 05:30;;15.738076;16.666024;0.604412
24/06/2024 05:45;;15.9981715;16.6548905;0.60444325
24/06/2024 05:50;;16.0351372;16.6468612;0.590922
24/06/2024 05:55;;16.2624172;16.6453352;0.5836728
24/06/2024 06:00;;16.442304;16.613392;0.586943
24/06/2024 06:15;;16.614202;16.735314;0.58549425
24/06/2024 06:20;;16.6454876;16.7426244;0.599897
24/06/2024 06:25;;16.7182348;16.7832288;0.5885134
24/06/2024 06:30;;16.77358;16.820732;0.583615
24/06/2024 06:45;;17.027407;16.922246;0.60043575
24/06/2024 06:50;;16.6984528;16.9819348;0.5906154
24/06/2024 06:55;;16.6515584;17.0005196;0.594149
24/06/2024 07:00;;16.541352;16.988636;0.583257
24/06/2024 07:15;;16.870117;17.090244;0.590634
24/06/2024 07:20;;16.9890044;17.1084628;0.592325
24/06/2024 07:25;;17.0577656;17.1216132;0.5860336
