Time (s),T_air_outlet (°C)
2023-12-23 13:55:00,-inf
2023-12-23 14:00:00,-inf
2023-12-23 14:15:00,-inf
2023-12-23 14:20:00,-inf
2023-12-23 14:25:00,-inf
2023-12-23 14:30:00,-inf
2023-12-23 14:45:00,-inf
2023-12-23 14:50:00,-inf
2023-12-23 14:55:00,-inf
2023-12-23 15:00:00,-inf
2023-12-23 15:15:00,-inf
2023-12-23 15:20:00,-inf
2023-12-23 15:25:00,-inf
2023-12-23 15:30:00,-inf
2023-12-23 15:45:00,-inf
2023-12-23 15:50:00,-inf
2023-12-23 15:55:00,-inf
2023-12-23 16:00:00,-inf
2023-12-23 16:15:00,-inf
2023-12-23 16:20:00,-inf
2023-12-23 16:25:00,-inf
2023-12-23 16:30:00,-inf
2023-12-23 16:45:00,-inf
2023-12-23 16:50:00,-inf
2023-12-23 16:55:00,-inf
2023-12-23 17:00:00,-inf
2023-12-23 17:15:00,-inf
2023-12-23 17:20:00,-inf
2023-12-23 17:25:00,-inf
2023-12-23 17:30:00,-inf
2023-12-23 17:45:00,-inf
2023-12-23 17:50:00,-inf
2023-12-23 17:55:00,-inf
2023-12-23 18:00:00,-inf
2023-12-23 18:15:00,-inf
2023-12-23 18:20:00,-inf
2023-12-23 18:25:00,-inf
2023-12-23 18:30:00,-inf
2023-12-23 18:45:00,-inf
2023-12-23 18:50:00,-inf
2023-12-23 18:55:00,-inf
2023-12-23 19:00:00,-inf
2023-12-23 19:15:00,-inf
2023-12-23 19:20:00,-inf
2023-12-23 19:25:00,-inf
2023-12-23 19:30:00,-inf
2023-12-23 19:45:00,-inf
2023-12-23 19:50:00,-inf
2023-12-23 19:55:00,-inf
2023-12-23 20:00:00,-inf
2023-12-23 20:15:00,-inf
2023-12-23 20:20:00,-inf
2023-12-23 20:25:00,-inf
2023-12-23 20:30:00,-inf
2023-12-23 20:45:00,-inf
2023-12-23 20:50:00,-inf
2023-12-23 20:55:00,-inf
2023-12-23 21:00:00,-inf
2023-12-23 21:15:00,-inf
2023-12-23 21:20:00,-inf
2023-12-23 21:25:00,-inf
2023-12-23 21:30:00,-inf
2023-12-23 21:45:00,-inf
2023-12-23 21:50:00,-inf
2023-12-23 21:55:00,-inf
2023-12-23 22:00:00,-inf
2023-12-23 22:15:00,-inf
2023-12-23 22:20:00,-inf
2023-12-23 22:25:00,-inf
2023-12-23 22:30:00,-inf
2023-12-23 22:45:00,-inf
2023-12-23 22:50:00,-inf
2023-12-23 22:55:00,-inf
2023-12-23 23:00:00,-inf
2023-12-23 23:15:00,-inf
2023-12-23 23:20:00,-inf
2023-12-23 23:25:00,-inf
2023-12-23 23:30:00,-inf
2023-12-23 23:45:00,-inf
2023-12-23 23:50:00,-inf
